,English_title_token,Telugu_title_token
7231,MADHURAPUDI,మధురపూడి
7232,KRISHNUNI,కృష్ణుని
7233,GANGAMPALEM,గంగంపాలెం
7234,PENTA,పెంట
7235,GADELAPALEM,గాదెలపాలెం
7236,ITIKAYALA,ఇటికాయల
7237,NARENDRAPATNAM,నరేంద్రపట్నం
7238,IRRIPAKA,ఇర్రిపాక
7239,GOVINDAPURAM,గోవిందాపురం
7240,MANYANVARI,మాన్యాన్వారి
7241,SIMHADRI,సింహాద్రి
7242,MUKKOLLU,ముక్కొల్లు
7243,TURUPUPAKALU,తురుపుపాకలు
7244,VALUTHIMMAPURAM,వలుతిమ్మాపురం
7245,NARASINGAPURAM,నరసింగపురం
7246,MADHAVAPURAM,మాధవపురం
7247,FAKRUDDINPALEM,ఫకృద్దీన్పాలెం
7248,SREERAMPURAM,శ్రీరాంపురం
7249,MUMMIDIVARI,ముమ్మిడివారి
7250,NAGAMPETA,నాగంపేట
7251,PENUMARTHI,పెనుమర్తి
7252,FISHING,ఫిషింగ్
7253,REPURU,రేపురు
7254,PANDRAWADA,పండ్రవాడ
7255,RAMESAMPETA,రామేశంపేట
7256,SUBHADRAMPETA,సుభద్రంపేట
7257,RAMAYYAPALEM,రామయ్యపాలెం
7258,SUBBAYAMMA,సుబ్బాయమ్మ
7259,BORRAMPALEM,బొర్రంపాలెం
7260,FARIZELLIPETA,ఫరిజెల్లిపేట
7261,VELUGUBANDA,వెలుగుబండ
7262,MUKKINADA,ముక్కినడా
7263,RADHEYAPALEM,రాధేయపాలెం
7264,NAMAVARAM,నామవరం
7265,RAYUDUPAKALU,రాయుడుపాకలు
7266,SANITORIUM,శానిటోరియం
7267,YERRA,ఎర్ర
7268,HIGHWAY,హైవే
7269,VENKAYAMMA,వెంకాయమ్మ
7270,MAREDUBAKA,మారేడుబాక
7271,PEERA,పీరా
7272,RAMACHADRAPURAM,రామచంద్రపురం
7273,LAXMINARASA,లక్ష్మినరస
7274,MAHENDRAWADA,మహేంద్రవాడ
7275,UPPALANKA,ఉప్పలంక
7276,LAKSHMIPATHIPURAM,లక్ష్మీపతిపురం
7277,CHINNAVALASALA,చిన్నవలసల
7278,GOVA,గోవ
7279,TARLAMPUDI,తర్లంపూడి
7280,TIPPARAJU,తిప్పరాజు
7281,ANDRANGI,అండ్రంగి
7282,DUGGUDURRU,దుగ్గుదుర్రు
7283,YANAMADALA,యనమదల
7284,YERUPALLE,ఎరుపల్లె
7285,TALLAPOLAM,తాళ్ళపొలం
7286,NELAPARTHIPADU,నేలపర్తిపాడు
7287,ADIVARAPU,ఆదివారపు
7288,BHEEMAKROSUPALEM,భీమాక్రోసుపాలెం
7289,BAPANAYYA,బాపనయ్య
7290,NADURUBADA,నదురుబడ
7291,KURAKALLAPALLI,కురకల్లపల్లి
7292,VEDURUMUDI,వెదురుముడి
7293,KEDRALANKA,కేద్రలంక
7294,NARAYANALANKA,నారాయణలంక
7295,ADDANKIVARI,అద్దంకివారి
7296,GUMMILERU,గుమ్మిలేరు
7297,PINAPALLA,పినపల్ల
7298,UTCHILI,ఉత్చిలి
7299,MUMMIDIVARAPPADU,ముమ్మిడివరప్పాడు
7300,PEKERU,పేకేరు
7301,MASAKAPALLI,మసకపల్లి
7302,PUJARI,పుజారి
7303,NELLIVARI,నెల్లివారి
7304,DEGALAVARRI,డేగలవర్రి
7305,SANGAMPALEM,సంగంపాలెం
7306,GP,జి.పి.
7307,PAPPULAVARIPALEM,పప్పులవారిపాలెం
7308,LANKALAGANNAVARAM,లంకలగన్నవరం
7309,VAKKALANKA,వక్కలంక
7310,PASUPALLI,పసుపల్లి
7311,AINAVALLILANKA,అయినవల్లిలంక
7312,YELAKALLANKA,ఎలకల్లంక
7313,VALASALATIPPA,వలసలతిప్ప
7314,KUNALANKA,కూనలంక
7315,(KAMINI),(కామిణి)
7316,CHINAKOTHA,చినకొత్త
7317,MALLAYYA,మల్లయ్య
7318,SOMIDEVARA,సోమిదేవర
7319,KRAPA,క్రాప
7320,YEDURULANKA,ఎదురులంక
7321,GOGULALANKA,గోగులలంక
7322,YERRAGARUVU,ఎర్రగరువు
7323,VETLA,వెట్ల
7324,NADAVAPALLE,నడవపల్లె
7325,BAKKIVARIPETA,బక్కివారిపేట
7326,CHIRRAYANAM,చిర్రాయణం
7327,PERAICHERUVU,పెరైచెరువు
7328,VASALATHIPPA,వసలతిప్ప
7329,VEMAVARAPPADU,వేమవరంపాడు
7330,CHINDADAGARUVU,చిందాడగరువు
7331,GUTTULAVAARI,గుట్టులవారి
7332,TADIKONA,తడికొన
7333,GODITHIPPA,గోడితిప్ప
7334,REBBANAPALLI,రెబ్బనపల్లి
7335,GOGANNAMATTAM,గోగన్నమట్టం
7336,MULIKIPALLE,ములికిపల్లె
7337,MATTAPARRU,మట్టపర్రు
7338,MEDICHERLAPALEM,మేడిచెర్లపాలెం
7339,LAKKAVARAM,లక్కవరం
7340,KATTIMANDA,కత్తిమండ
7341,GUBBALAPALEM,గుబ్బలపాలెం
7342,KOPPIDIVARI,కొప్పిడివారి
7343,MULA,ముల
7344,PARUPAKA,పారుపాక
7345,PYDIPALA,పైడిపాల
7346,CHOPPALLE,చొప్పల్లె
7347,CHINTHAREGUPALLE,చింతరేగుపల్లె
7348,PEDDAMATTAPALLE,పెద్దమట్టపల్లె
7349,WADDEGUDEM,వడ్డెగూడెం
7350,SRIRAMGIRI,శ్రీరాంగిరి
7351,KATUKAPALLI,కాటుకపల్లి
7352,SARIVELA,సరివేల
7353,MOTHUGUDEM,మొత్తుగూడెం
7354,KUYUGUR,కుయుగూర్
7355,CHATTI,చట్టి
7356,VEGITHOTA,వెగితోట
7357,KUMMURU,కుమ్మూరు
7358,AG,ఎ.జి.
7359,SEETANAPALLI,సీతనపల్లి
7360,REGULAPADU,రేగులపాడు
7361,KUTURU,కుటురు
7362,PANDRAJUPALLI,పంద్రాజుపల్లి
7363,TEKUBAKA,టేకుబాక
7364,CHUCHIREVULA,చూచిరేవుల
7365,PINAPALLI,పినపల్లి
7366,PATHAKONDEPALLI,పాతకొండేపల్లి
7367,KAPUGAMPALLI,కాపుగంపల్లి
7368,CHINTHALATHANDA,చింతలతండా
7369,A.J.,ఎ.జె.
7370,MANYAM,మాన్యం
7371,PASARLAPADU,పాసర్లపాడు
7372,MANCHIKALLU,మంచికల్లు
7373,PONDUGALA,పొండుగుల
7374,MUTYLAM,ముత్యులం
7375,SREERUKMINIPURAM,శ్రీరుక్మిణిపురం
7376,EMMAJIGUDEM,ఎమ్మాజిగుడేం
7377,VANNAYAPALEM,వన్నయపాలెం
7378,CHALLAGARIGA,చల్లగరిగ
7379,CHINTHAPALLI,చింతపల్లి
7380,NINDUJARLA,నిండుజర్ల
7381,GRANDHASIRI,గ్రంధసిరి
7382,KASTALA,కస్తాల
7383,VUYYANDANA,ఉయ్యందన
7384,ANDUKURU,అందుకూరు
7385,PEESAPADU,పీసపాడు
7386,DIDIGU,డిడిగు
7387,PEDAMADDURU,పెదమద్దూరు
7388,NARUKULLAPADU,నరుకుల్లపాడు
7389,LEMALLE,లేమల్లె
7390,UNGUTUR,ఉంగుటూర్
7391,NEMALIKALLU,నెమలికల్లు
7392,VENKATAPALEM,వెంకటపాలెం
7393,NULAKAPET,నూలకపేట
7394,KUNCHINAPALLI,కుంచినపల్లి
7395,MELLEMPUDI,మెల్లెంపూడ
7396,KRISHNAYAPALEM,కృష్ణాయపాలెం
7397,RAVELA,రావేలా
7398,BANDARUPALLI,బండారుపల్లి
7399,DAMARAPALLI,దామరపల్లి
7400,LAM,లామ్
7401,KANDULAVARIPALEM,కందులవారిపాలెం
7402,VENNADEVI,వెన్నదేవి
7403,KANTEPUDI,కంటేపూడి
7404,HARRIS,హర్రీస్
7405,DEVARAMPADU,దేవరంపాడు
7406,BRAMHANAPALLI,బ్రాహ్మణపల్లి
7407,KONANKI,కోనంకి
7408,GADEVARIPALLE,గాదెవారిపల్లె
7409,VEPAKAMPALLI,వేపకంపల్లి
7410,NARAMALAPADU,నరమలపాడు
7411,TERALA,తెరల
7412,KOLAGUTLA,కోలగుట్ల
7413,KANCHARAGUNTA,కంచరగుంట
7414,RACHAMALLAPADU,రాచమళ్లపాడు
7415,PATLAVEEDU,పాట్లవీడు
7416,GANGALAKUNTA,గంగలకుంట
7417,REMIDI,రెమిది
7418,PALUKURU,పలుకూరు
7419,MUGACHINTALAPALEM,మూగచింతలపాలెం
7420,KANUMALACHERUVU,కనుమలచెరువు
7421,NARASINGAPADU,నరసింగపాడు
7422,CHEEMALAMARRI,చీమలమర్రి
7423,RUPENAGUNTLA,రూపెనగుంట్ల
7424,THONDAPI,తొండపి
7425,IPUKUPALEM,ఇపుకుపాలెం
7426,GOLLAPADU,గొల్లపాడు
7427,ERRAGUNTLAPDU,ఎర్రగుంట్లపాడు
7428,VALAVARTHIPADU,వెల్వర్తిపాడు
7429,BUDAMPADU,బుడంపాడు
7430,OBULNAIDUPALEM,ఓబులనాయుడుపాలెం
7431,AGATHAVARAPADU,అగతవరపాడు
7432,GADDIPADU,గడ్డిపాడు
7433,ANUMARLAPUDI,అనుమర్లపూడి
7434,(PANCHYAT),(పంచాయత్)
7435,PERAKALAPUDI,పెరకలపూడి
7436,CHINTHALLANKA,చింతల్లంక
7437,KISHKINDAPALEM,కిష్కిందపాలెం
7438,CHADALAWADA,చదలవాడ
7439,POTHUMARRU,పోతుమర్రు
7440,TELAPROLU,తెలప్రోలు
7441,DUNDIPALEM,దుండిపాలెం
7442,PENEGUDURUPADU,పెనుగూడూరుపాడు
7443,PEDAGADALAVARRU,పెదగదలవర్రు
7444,MANCHALA,మంచాల
7445,LAMALLEPADU,లామల్లెపాడు
7446,KOVELAMUDI,కోవెలమూడి
7447,KARAMPUDIPADU,కారంపూడిపాడు
7448,KONDAVEEDU,కొండవీడు
7449,CHENGISKHANPET,చెంగిస్ఖాన్పేట్
7450,TURLAPADU,తుర్లపాడు
7451,CHANDARAVAM,చందరవం
7452,WESTRAN,వెస్ట్రన్
7453,BUTCHIPAPANAPALEM,బుట్చిపాపనపాలెం
7454,ALAWALA,అలవాలా
7455,VEERAVATNAM,వీరవట్నం
7456,VP,వి.పి.
7457,BOMMARAJUPALLI,బొమ్మరాజుపల్లి
7458,CHITTAPURAM,చిట్టాపురం
7459,CHINAKONDAYAPALEM,చినకొండాయపాలెం
7460,PITCHIKALAPALEM,పిట్చికలపాలెం
7461,CHINAKANCHARLA,చినకంచర్ల
7462,VAYYAKALLU,వయ్యకల్లు
7463,PANAKALAPAEM,పనకలపాలెం
7464,ENUGUPALEM,ఎనుగుపాలెం
7465,K.Z.,కె.జెడ్.
7466,MUKKELLAPADU,ముక్కెళ్లపాడు
7467,PAEM,పాలెం
7468,TALARLAPALLI,తలార్లపల్లి
7469,RAMUDUPALEM,రాముడుపాలెం
7470,PANDRAPADU,పండ్రపాడు
7471,DANDAMUDI,దండమూడి
7472,RAMBOTLAPALEM,రాంబొట్లపాలెం
7473,PENUMUDI,పెనుమూడి
7474,POTUMERAKA,పోతుమేరక
7475,CHINAMATLA,చినమట్ల
7476,DARVESHPALEM,దర్వేష్‌పాలెం
7477,GOKARNAMATAM,గోకర్నమటం
7478,NASHATRA,నషత్ర
7479,KURAPPALEM,పాలెం
7480,Z.A.,జెడ్.ఎ.
7481,PITTALAVANIPALEM,పిట్టలవానిపాలెం
7482,PITTUVARIPALEM,పిట్టువారిపాలెం
7483,PEDAPULUGUVARIPALEM,పెదపులుగువారిపాలెం
7484,THUMMALAPELLI,తుమ్మలపెల్లి
7485,JILLELLAMUDI,జిల్లెల్లముడి
7486,"MULAPALEM,",మూలపాలెం
7487,KUKKALAVARIPALEM,కుక్కలవారిపాలెం
7488,DABBUDUPALLI,దబ్బాకుపల్లి
7489,BEDUDUR,బెడుదుర్
7490,YENAMALACHINTALA,ఎనమలచింతల
7491,BESTHAVEMULA,బెస్తవేముల
7492,DHANNAWADA,ధన్నవాడ
7493,THORRIVEMULA,తొర్రివేముల
7494,NEMALLADINNE,నెమల్లదిన్నె
7495,PALURU,పాలూరు
7496,ULAVAPALLI,ఉలవపల్లి
7497,GOPAYA,గోపాయ
7498,CHINNASETTYPALLI,చిన్నసెట్టిపల్లి
7499,IDAMADAKA,ఇడమడక
7500,PEDDAJONNAVARAM,పెద్దజొన్నవరం
7501,MOODINLAPALLI,మూడిన్లపల్లి
7502,MUDIREDDIPALLE,ముదిరెడ్డిపల్లి
7503,MITTAMANIPALLI,మిట్టమనిపల్లి
7504,SUNKULUGARIPALLI,సుంకులుగారిపల్లి
7505,BADVEL,బద్వేల్
7506,C.C.G.,సి.సి.జి.
7507,PAPIREDDY,పాపిరెడ్డి
7508,PEDULLAPALLE,పెదుళ్లపల్లె
7509,PRABHALAVEEDU,ప్రభలవీడు
7510,THANGEDUPALLE,తంగేడుపల్లె
7511,GOPAVARAMPALLE,గోపవరంపల్లె
7512,MAHANANDIPALLI,మహానందిపల్లి
7513,LINGAREDDYPALLI,లింగరెడ్డిపల్లి
7514,SUNKESULAPALLE,సుంకేసులపల్లె
7515,KRUSHANAMPALLI,కృష్ణంపల్లి
7516,VENKATARAMAPURAM,వెంకటరామపురం
7517,LAKSHMIPALEM,లక్ష్మీపాలెం
7518,POLUKUNTA,పోలుకుంట
7519,THUDUMALE,తుడుమలే
7520,THAVVARIPALLE,తవ్వారిపల్లె
7521,CHOWDUR,చౌదుర్
7522,CHENNAMARAJUPALLI,చెన్నమరాజుపల్లి
7523,KAMANUR,కామనూర్
7524,BOJJVARI,బొజ్జ్వరి
7525,NANGANURPALLI,నంగనుర్‌పల్లె
7526,ESWARA,ఈశ్వర
7527,AMRUTHANAGAR,అమృతనగర్
7528,GUDEMCHERUVU,గూడెంచెరువు
7529,GANDIKOTA,గండికోట
7530,PEDDANDLURU,పెద్దండ్లూరు
7531,ARAVETI,ఆరవేటి
7532,CHINTHA,చింత
7533,NALLABALLE,నల్లబల్లె
7534,DIDDEKUNTA,దిద్దేకుంట
7535,KASAUNUR,కసౌనూర్
7536,BIDINAMCHERLA,బిడినంచెర్ల
7537,TATIREDDIPALLI,తతిరెడ్డిపల్లి
7538,KAMASMUDRAM,కామసముద్రం
7539,DONDLAVAGU,దొండ్లవాగు
7540,MURARICINTALA,మురారిచింతల
7541,IPPATLA,ఇప్పట్ల
7542,PEDDARANGAPURAM,పెద్దరంగాపురం
7543,PEDDAJUTUR,పెద్దజుతూర్
7544,VELPULA,వెల్పుల
7545,BHUMAIAHGARI,భూమయ్యగారి
7546,KRISHNAMGARI,కృష్ణంగారి
7547,KOMMADI,కొమ్మడి
7548,MOILLA,మొయిల్ల
7549,ILLURU,ఇల్లూరు
7550,HANUMANA,హనుమన
7551,NIDUZUVVI,నిదుజువ్వి
7552,BEEDI,బీడి
7553,BEECHUVARI,బీచువారి
7554,DIGUVAPALLE,దిగువపల్లె
7555,OBULAMPALLE,ఓబులంపల్లె
7556,MANNEMVARI,మన్నెంవారి
7557,KONARACHA,కొనరాచ
7558,KUMBHAGIRI,కుంభగిరి
7559,PENNA,పెన్న
7560,IBRAHIM,ఇబ్రహీం
7561,CHERLO,చెర్లో
7562,CHINTHARAJU,చింతరాజు
7563,LINGAMPALLI,లింగంపల్లి
7564,BOGGIDIVARIPALLI,బొగ్గిడివారిపల్లి
7565,WORKS,వర్క్స్
7566,PALAMPALLI,పలంపల్లి
7567,SANKARAPURAM,శంకరపురం
7568,SIDDIQ,సిద్దిఖ్
7569,APPARAJUPALLI,అప్పరాజుపల్లి
7570,ANGADIVEEDI,అంగడివీధి
7571,NAGIREDDY,నాగిరెడ్డి
7572,KOLUMULAPALLI,కొలుములపల్లి
7573,ULAVALAPALLI,ఉలవలపల్లి
7574,NANNDIMANDALAM,నందిమండలం
7575,Y.S.,వై.ఎస్.
7576,MADEENAPURAM,మదీనాపురం
7577,KUMARAKALVA,కుమారకాల్వ
7578,BODUGUNDUPALLI,బోడుగుండుపల్లి
7579,CHENCHARLA,చెంచర్ల
7580,EDIGAPALLI,ఎదిగపల్లి
7581,PANDILLAPALLE,పందిళ్లపల్లె
7582,MDR,ఎం.డి.ఆర్.
7583,KAKULAVARAM,కాకులవరం
7584,GUVVALACHERUVU,గువ్వలచెరువు
7585,GANGANERU,గంగనేరు
7586,EKILA,ఏకిల
7587,POTHUKURUPALLI,పోతుకురుపల్లి
7588,YADABALLI,యాడబల్లి
7589,PEDDAMADIGA,పెద్దమాదిగ
7590,VEERABALLE,వీరబల్లె
7591,YELLAGADDA,ఏళ్లగడ్డ
7592,ATHIRALAGRAHARAM,అతిరాలగ్రహం
7593,BRAHMANAPALLE,బ్రాహ్మణపల్లి
7594,KONDLOPALLI,కొండ్లోపల్లి
7595,MITTAMEEDAPALLE,మిట్టమీదపల్లె
7596,CHAVANA,చావన
7597,KUMPINI,కుంపిని
7598,TC,టి.సి.
7599,CHENAIAH,చెన్నయ్య
7600,NALLATHIMMAYA,నల్లతిమ్మయ
7601,NAGIREDDI,నాగిరెడ్డి
7602,SIRIVARAM,సిరివరం
7603,GANARAJUPODU,గణరాజుపోదు
7604,VENKATREDDI,వెంకట్రెడ్డి
7605,SETTIGUNTA,సెట్టిగుంట
7606,KORLAKUNTA,కొర్లకుంట
7607,DEVASAMUDRAM,దేవసముద్రం
7608,PULLAMPETA,పుల్లంపేట
7609,VALLURIPALLI,వల్లూరిపల్లి
7610,DALAVAIPALLI,దలవైపల్లి
7611,APPAYARAJUPET,అప్పయరాజుపేట
7612,SARREDDY,సర్రెడ్డి
7613,GUNNIKUNTLA,గున్నికుంట్ల
7614,POOJARIVANDLA,పూజరివాండ్ల
7615,GUDIYAVANDLAPALLI,గుడియవాండ్లపల్లి
7616,DEVALAMPETA,దేవలంపేట
7617,THURUPUPALLI,తురుపుపల్లి
7618,MALLUR,మల్లూరు
7619,RAMANADHAPURAM,రామనాథపురం
7620,BONAMALA,బోనమల
7621,GARUGU,గరుగు
